"";"institut";"datum";"befragte";"zeitraum";"cdu.csu";"spd";"grüne";"fdp";"linke";"afd";"sonstige";"nw_un";"fw";"typ"
"979";"insa";2017-04-10;2030;"31.03.–03.04.";33;31,5;6,5;6,5;8,5;10;4;NA;NA;"online"
"980";"insa";2017-04-03;2033;"24.03.–27.03.";32;32,5;6,5;6,5;9;9;4,5;NA;NA;"online"
"981";"insa";2017-03-27;2034;"17.03.–20.03.";32;32;6,5;6;8,5;11;4;NA;NA;"online"
"982";"insa";2017-03-20;1933;"10.03.–13.03.";31;32;6,5;6,5;8,5;11,5;4;NA;NA;"online"
"983";"insa";2017-03-13;2051;"03.03.–06.03.";31;31;6,5;7;8,5;11,5;4,5;NA;NA;"online"
"984";"insa";2017-03-07;2022;"24.02.–27.02.";30,5;31,5;6,5;7,5;8,5;11;4,5;NA;NA;"online"
"985";"insa";2017-02-28;2004;"17.02.–20.02.";30,5;32;6,5;7;8;11;5;NA;NA;"online"
"986";"insa";2017-02-21;2030;"10.02.–13.02.";31,5;30;6,5;5,5;9,5;11;6;NA;NA;"online"
"987";"insa";2017-02-13;2028;"03.02.–06.02.";30;31;7;5;10;12;5;NA;NA;"online"
"988";"insa";2017-02-06;2042;"27.01.–30.01.";30;31;7;6;10;12;4;NA;NA;"online"
"989";"insa";2017-02-02;2088;"20.01.–23.01.";NA;NA;7,5;6,5;10,5;13;4;NA;NA;"online"
"990";"insa";2017-01-30;1992;"13.01.–16.01.";32,5;26;8,5;7,5;11;14,5;5;NA;NA;"online"
"991";"insa";2017-01-23;2031;"06.01.–09.01.";32,5;21;8,5;7,5;11;13,5;5;NA;NA;"online"
"992";"insa";2017-01-17;2054;"30.12.–02.01.";33,5;21;9;7;11;15;5;NA;NA;"online"
"993";"insa";2017-01-09;2099;"21.12.–23.12.";32;21;10;6;11,5;15;4,5;NA;NA;"online"
"994";"insa";2017-01-03;2083;"16.12.–19.12.";32;21;10;6;11,5;15,5;5;NA;NA;"online"
"995";"insa";2016-12-23;2116;"09.12.–12.12.";31,5;20,5;10;6,5;11,5;13;4,5;NA;NA;"online"
"996";"insa";2016-12-20;1455;"02.12.–05.12.";33;21,5;11,5;5,5;12;13;4,5;NA;NA;"online"
"997";"insa";2016-12-13;2080;"25.11.–28.11.";32;21,5;10,5;5;11,5;14;4,5;NA;NA;"online"
"998";"insa";2016-12-06;2097;"18.11.–21.11.";32;22,5;10;5,5;11,5;13,5;5;NA;NA;"online"
"999";"insa";2016-11-28;2030;"11.11.–14.11.";32,5;22;10,5;5,5;10,5;15;5;NA;NA;"online"
"1000";"insa";2016-11-22;2037;"04.11.–07.11.";31,5;22;10,5;6,5;11,5;14,5;4,5;NA;NA;"online"
"1001";"insa";2016-11-14;2045;"28.10.–02.11.";30;22,5;11;7;10,5;13,5;5,5;NA;NA;"online"
"1002";"insa";2016-11-08;2037;"21.10.–24.10.";30,5;22;11;6,5;11,5;13;5;NA;NA;"online"
"1003";"insa";2016-11-02;2043;"14.10.–17.10.";30,5;22,5;11,5;6;11,5;14;4;NA;NA;"online"
"1004";"insa";2016-10-25;2077;"07.10.–10.10.";30,5;22,5;12;6,5;12,5;13,5;4,5;NA;NA;"online"
"1005";"insa";2016-10-18;2085;"30.09.–03.10.";29,5;21,5;11;6,5;12;15;4;NA;NA;"online"
"1006";"insa";2016-10-10;2049;"23.09.–26.09.";29,5;22;11,5;7;11,5;15;4;NA;NA;"online"
"1007";"insa";2016-10-05;2048;"16.09.–19.09.";30;21;10;7;11;15,5;5,5;NA;NA;"online"
"1008";"insa";2016-09-27;2069;"09.09.–12.09.";30;21;11;7;10;15;5;NA;NA;"online"
"1009";"insa";2016-09-19;2035;"02.09.–05.09.";30;22;11;7;10;15;5;NA;NA;"online"
"1010";"insa";2016-09-13;2071;"26.08.–29.08.";30,5;21,5;11,5;6,5;9,5;15;5,5;NA;NA;"online"
"1011";"insa";2016-09-05;2013;"19.08.–22.08.";30,5;21,5;11,5;7;10,5;14,5;5;NA;NA;"online"
"1012";"insa";2016-08-30;2020;"12.08.–15.08.";30,5;21;11,5;6,5;10,5;14;5,5;NA;NA;"online"
"1013";"insa";2016-08-23;2046;"05.08.–08.08.";31;21;11;7;11,5;13,5;5,5;NA;NA;"online"
"1014";"insa";2016-08-16;2056;"30.07.–01.08.";31;20,5;11,5;6,5;11,5;13;5;NA;NA;"online"
"1015";"insa";2016-08-09;1973;"22.07.–25.07.";31,5;21;11;6,5;11;13;6;NA;NA;"online"
"1016";"insa";2016-08-02;2049;"15.07.–18.07.";31,5;21;12;6,5;11,5;12;5;NA;NA;"online"
"1017";"insa";2016-07-26;2038;"08.07.–11.07.";31,5;21,5;12;7;11,5;11;5,5;NA;NA;"online"
"1018";"insa";2016-07-19;2034;"01.07.–04.07.";32;21;12;7,5;11;12,5;5,5;NA;NA;"online"
"1019";"insa";2016-07-11;2001;"24.06.–27.06.";31;20,5;12;8;10;14,5;4,5;NA;NA;"online"
"1020";"insa";2016-07-04;2054;"17.06.–20.06.";30;21;13;8;11;14;5;NA;NA;"online"
"1021";"insa";2016-06-27;2017;"10.06.–13.06.";30;19;13;7;11;13;5;NA;NA;"online"
"1022";"insa";2016-06-20;2047;"03.06.–06.06.";31;20;12;8;11;14;5,5;NA;NA;"online"
"1023";"insa";2016-06-13;2032;"25.05.–30.05.";30;19,5;13;8;10,5;14;5,5;NA;NA;"online"
"1024";"insa";2016-06-06;2053;"20.05.–23.05.";30;19;13;8;9,5;15;5,5;NA;NA;"online"
"1025";"insa";2016-05-31;2022;"13.05.–17.05.";30;19;13;7;10;15;5;NA;NA;"online"
"1026";"insa";2016-05-23;1947;"04.05.–09.05.";30,5;19,5;13;7,5;10,5;15;4;NA;NA;"online"
"1027";"insa";2016-05-17;2048;"29.04.–02.05.";30,5;19,5;13;8;10;15;4;NA;NA;"online"
"1028";"insa";2016-05-09;2036;"22.04.–25.04.";30,5;19,5;13;8;10;13,5;4;NA;NA;"online"
"1029";"insa";2016-05-02;2054;"16.04.–18.04.";32;19,5;14;8;10;13,5;4;NA;NA;"online"
"1030";"insa";2016-04-25;2010;"08.04.–11.04.";31;19,5;13;7;9,5;13,5;6;NA;NA;"online"
"1031";"insa";2016-04-18;1997;"01.04.–04.04.";31,5;19,5;13,5;7,5;9,5;12,5;6;NA;NA;"online"
"1032";"insa";2016-04-11;2036;"24.03.–29.03.";31,5;19,5;12,5;7,5;9;13;6;NA;NA;"online"
"1033";"insa";2016-04-04;1873;"18.03.–21.03.";32;20;12,5;6;11;13;5,5;NA;NA;"online"
"1034";"insa";2016-03-29;2022;"11.03.–14.03.";32;20;11;7;10,5;12;4,5;NA;NA;"online"
"1035";"insa";2016-03-21;2004;"04.03.–07.03.";33;22;10;6,5;11;13;5,5;NA;NA;"online"
"1036";"insa";2016-03-14;2011;"26.02.–29.02.";32;22;11;6,5;10;11,5;5,5;NA;NA;"online"
"1037";"insa";2016-03-08;2007;"19.02.–22.02.";32,5;23;11;6,5;11;11,5;4,5;NA;NA;"online"
"1038";"insa";2016-02-29;2001;"12.02.–15.02.";32,5;23;10,5;6,5;10;12,5;5,5;NA;NA;"online"
"1039";"insa";2016-02-22;2014;"05.02.–09.02.";32,5;22,5;11;7;9,5;12,5;5;NA;NA;"online"
"1040";"insa";2016-02-15;2054;"29.01.–01.02.";32,5;22,5;11;6;10,5;12;6;NA;NA;"online"
"1041";"insa";2016-02-09;2007;"22.01.–25.01.";32,5;22;10;6;10;12,5;5,5;NA;NA;"online"
"1042";"insa";2016-02-01;2047;"15.01.–18.01.";33;23;10;6;9;13;6,5;NA;NA;"online"
"1043";"insa";2016-01-25;2051;"08.01.–11.01.";32,5;23;9,5;6,5;10;12,5;6,5;NA;NA;"online"
"1044";"insa";2016-01-18;2039;"30.12.–04.01.";32,5;22,5;10;6;10;11,5;6;NA;NA;"online"
"1045";"insa";2016-01-11;2022;"18.12.–21.12.";35;21,5;10;5;10;9,5;7;NA;NA;"online"
"1046";"insa";2016-01-04;2066;"11.12.–14.12.";36;22,5;9,5;6;11;9,5;5,5;NA;NA;"online"
"1047";"insa";2015-12-21;2030;"04.12.–07.12.";35,5;23;9;5,5;10;10;7;NA;NA;"online"
"1048";"insa";2015-12-14;2012;"27.11.–30.11.";35;23,5;9,5;6;9,5;10;6,5;NA;NA;"online"
"1049";"insa";2015-12-08;2016;"20.11.–23.11.";35;23,5;9,5;5,5;9,5;10,5;7;NA;NA;"online"
"1050";"insa";2015-11-30;2025;"13.11.–16.11.";34,5;23,5;9;6;10,5;10;7;NA;NA;"online"
"1051";"insa";2015-11-23;2057;"06.11.–09.11.";34,5;23;10;5;10;10,5;6;NA;NA;"online"
"1052";"insa";2015-11-16;2017;"30.10.–02.11.";35;23,5;10;6;11;10;5;NA;NA;"online"
"1053";"insa";2015-11-09;2173;"23.10.–26.10.";34;24;10;5,5;10;8;6,5;NA;NA;"online"
"1054";"insa";2015-11-02;2196;"16.10.–19.10.";35,5;24,5;11;4,5;9,5;8,5;7;NA;NA;"online"
"1055";"insa";2015-10-27;2173;"09.10.–12.10.";35;24,5;9,5;5;9,5;7,5;6,5;NA;NA;"online"
"1056";"insa";2015-10-19;2190;"02.10.–05.10.";37;25;10;5;9;6,5;7;NA;NA;"online"
"1057";"insa";2015-10-12;2183;"25.09.–28.09.";38;24,5;9,5;5;10;6;6,5;NA;NA;"online"
"1058";"insa";2015-10-06;2201;"18.09.–21.09.";39;24;10,5;4;10,5;6;7;NA;NA;"online"
"1059";"insa";2015-09-28;2187;"11.09.–14.09.";38,5;23,5;9,5;4;10;6;6,5;NA;NA;"online"
"1060";"insa";2015-09-21;2172;"04.09.–07.09.";39,5;24,5;10;4;9,5;5,5;7;NA;NA;"online"
"1061";"insa";2015-09-14;2151;"28.08.–31.08.";40;24;10,5;4;9,5;5;5,5;NA;NA;"online"
"1062";"insa";2015-09-08;2169;"21.08.–24.08.";41,5;24;10;4;9,5;4,5;7;NA;NA;"online"
"1063";"insa";2015-08-31;2169;"14.08.–17.08.";41,5;23,5;10,5;4;9,5;3,5;7;NA;NA;"online"
"1064";"insa";2015-08-26;2178;"07.08.–10.08.";42;23,5;11;4,5;9;4;6;NA;NA;"online"
"1065";"insa";2015-08-17;2161;"31.07.–03.08.";41;24,5;10,5;4,5;9;4;6,5;NA;NA;"online"
"1066";"insa";2015-08-11;2166;"24.07.–27.07.";42,5;23;10;4;9,5;3;6;NA;NA;"online"
"1067";"insa";2015-08-03;2167;"17.07.–20.07.";43;24,5;9,5;4;9,5;3;7;NA;NA;"online"
"1068";"insa";2015-07-28;2187;"10.07.–13.07.";41,5;25,5;9,5;4;9,5;3;5,5;NA;NA;"online"
"1069";"insa";2015-07-20;2178;"03.07.–06.07.";42;25;9,5;4;9,5;3,5;6;NA;NA;"online"
"1070";"insa";2015-07-13;2189;"26.06.–29.06.";42;25,5;10;4;9;4;5;NA;NA;"online"
"1071";"insa";2015-07-07;2187;"19.06.–22.06.";43;24;9,5;5;9,5;4,5;5,5;NA;NA;"online"
"1072";"insa";2015-06-30;2179;"12.06.–15.06.";39,5;24,5;10;4;9,5;4,5;7;NA;NA;"online"
"1073";"insa";2015-06-23;2177;"05.06.–08.06.";40;25;9,5;4,5;10,5;4,5;6;NA;NA;"online"
"1074";"insa";2015-06-15;2189;"29.05.–01.06.";41;24;10;5;10;5;6;NA;NA;"online"
"1075";"insa";2015-06-10;2168;"22.05.–25.05.";40;24;10;5;8,5;5;5,5;NA;NA;"online"
"1076";"insa";2015-06-01;2163;"15.05.–18.05.";41;25;9,5;5;9,5;5,5;5;NA;NA;"online"
"1077";"insa";2015-05-27;2175;"08.05.–11.05.";41;24,5;10;4,5;9,5;5,5;6;NA;NA;"online"
"1078";"insa";2015-05-19;2149;"01.05.–04.05.";40,5;24;9;3;9,5;6;6,5;NA;NA;"online"
"1079";"insa";2015-05-13;2148;"24.04.–27.04.";41,5;24,5;9,5;3;9,5;6;4;NA;NA;"online"
"1080";"insa";2015-05-04;2169;"17.04.–20.04.";41;25;11;3;8,5;6;4,5;NA;NA;"online"
"1081";"insa";2015-04-27;2174;"10.04.–13.04.";40,5;25;10;3,5;9;6,5;5,5;NA;NA;"online"
"1082";"insa";2015-04-21;2161;"03.04.–07.04.";41;24,5;10;3;9,5;6,5;6,5;NA;NA;"online"
"1083";"insa";2015-04-14;2174;"27.03.–30.03.";41;23,5;9;3;9;6,5;6,5;NA;NA;"online"
"1084";"insa";2015-04-09;1978;"20.03.–23.03.";42;24;10;3;9;6;5,5;NA;NA;"online"
"1085";"insa";2015-03-31;2012;"13.03.–16.03.";43;23,5;9,5;4;9;6,5;6;NA;NA;"online"
"1086";"insa";2015-03-24;1998;"06.03.–09.03.";41;24;9,5;3,5;10;7,5;6;NA;NA;"online"
"1087";"insa";2015-03-17;1997;"27.02.–02.03.";41;22,5;9,5;3;9;7,5;5,5;NA;NA;"online"
"1088";"insa";2015-03-11;2019;"20.02.–23.02.";41;24,5;9,5;3;9;7,5;6;NA;NA;"online"
"1089";"insa";2015-03-02;1992;"13.02.–17.02.";41;24;9,5;3;8,5;7,5;6;NA;NA;"online"
"1090";"insa";2015-02-24;2011;"06.02.–09.02.";41;24,5;10;3;8,5;7;5,5;NA;NA;"online"
"1091";"insa";2015-02-18;2005;"30.01.–02.02.";42;24;10,5;3;8,5;7,5;5;NA;NA;"online"
"1092";"insa";2015-02-10;2013;"23.01.–26.01.";40,5;25;10;2,5;9;7;5,5;NA;NA;"online"
"1093";"insa";2015-02-02;2005;"16.01.–19.01.";41;25;10;3;8,5;7;5,5;NA;NA;"online"
"1094";"insa";2015-01-26;2019;"09.01.–12.01.";42;24;10;3,5;9;7;4;NA;NA;"online"
"1095";"insa";2015-01-20;2058;"02.01.–05.01.";42;23;10;2,5;9;7,5;3,5;NA;NA;"online"
"1096";"insa";2015-01-15;2036;"12.12.–15.12.";43;23;9;2;9,5;7,5;5,5;NA;NA;"online"
"1097";"insa";2015-01-06;2017;"05.12.–08.12.";42,5;24;9,5;2;10;7,5;5;NA;NA;"online"
"1098";"insa";2014-12-16;2046;"28.11.–01.12.";41,5;24,5;9,5;2;9,5;8;6;NA;NA;"online"
"1099";"insa";2014-12-11;2047;"21.11.–24.11.";41;24;9;2;10;8,5;6;NA;NA;"online"
"1100";"insa";2014-12-02;1979;"14.11.–17.11.";41,5;23;9;2,5;10,5;7,5;5,5;NA;NA;"online"
"1101";"insa";2014-11-24;2017;"07.11.–10.11.";41;24;10;2,5;10;7;5,5;NA;NA;"online"
"1102";"insa";2014-11-17;2028;"03.11.–05.11.";40;25;10;3,5;9;8;4;NA;NA;"online"
"1103";"insa";2014-11-11;2020;"24.10.–27.10.";41;24,5;9;2,5;9;8;4;NA;NA;"online"
"1104";"insa";2014-11-05;2003;"17.10.–20.10.";41;25;10;2;9;8;4,5;NA;NA;"online"
"1105";"insa";2014-10-28;2005;"10.10.–13.10.";41;24;9;2,5;9;8;5;NA;NA;"online"
"1106";"insa";2014-10-21;2043;"03.10.–06.10.";40,5;24,5;10;2;9;9;6;NA;NA;"online"
"1107";"insa";2014-10-13;2030;"26.09.–29.09.";40;24;11;3;8;8;7;NA;NA;"online"
"1108";"insa";2014-10-07;2037;"19.09.–22.09.";39;24;11;3;9,5;8,5;4,5;NA;NA;"online"
"1109";"insa";2014-09-29;2019;"12.09.–15.09.";38,5;25;10;3;9;8;6,5;NA;NA;"online"
"1110";"insa";2014-09-24;2020;"05.09.–08.09.";39,5;24;10;3,5;9,5;7;6;NA;NA;"online"
"1111";"insa";2014-09-16;2030;"29.08.–01.09.";39;25;11;3,5;9;6;6;NA;NA;"online"
"1112";"insa";2014-09-10;2036;"22.08.–25.08.";39,5;23;10;3;10;6;6;NA;NA;"online"
"1113";"insa";2014-09-02;1998;"15.08.–18.08.";40;25;10;3,5;9,5;5;5;NA;NA;"online"
"1114";"insa";2014-08-27;2005;"08.08.–11.08.";42;25;10;3,5;9;5;5,5;NA;NA;"online"
"1115";"insa";2014-08-20;2006;"01.08.–04.08.";41;26;9,5;3;9;5,5;5;NA;NA;"online"
"1116";"insa";2014-08-13;2032;"25.07.–28.07.";42;26;9,5;3;9,5;4,5;5,5;NA;NA;"online"
"1117";"insa";2014-08-05;2014;"18.07.–21.07.";41;25;10,5;3,5;9;5;6;NA;NA;"online"
"1118";"insa";2014-07-29;2044;"11.07.–14.07.";40;24,5;10;3,5;9;6;5;NA;NA;"online"
"1119";"insa";2014-07-23;2018;"04.07.–07.07.";41;24;11;3,5;9;6;5;NA;NA;"online"
"1120";"insa";2014-07-14;2033;"27.06.–30.06.";40;24;10;4;9;5,5;4;NA;NA;"online"
"1121";"insa";2014-07-08;2044;"20.06.–23.06.";40;25;10;3,5;9;6;4,5;NA;NA;"online"
"1122";"insa";2014-06-30;2020;"13.06.–16.06.";41;24;11;3;9;6;4,5;NA;NA;"online"
"1123";"insa";2014-06-23;1993;"06.06.–10.06.";40,5;24;11;4;8,5;6;4,5;NA;NA;"online"
"1124";"insa";2014-06-16;2036;"30.05.–02.06.";39,5;25;11;4,5;9;6,5;3,5;NA;NA;"online"
"1125";"insa";2014-06-11;2014;"23.05.–26.05.";39;24,5;11;3,5;9;6;4;NA;NA;"online"
"1126";"insa";2014-06-03;2009;"16.05.–19.05.";38;26;10;4;9;6;4;NA;NA;"online"
"1127";"insa";2014-05-27;2009;"09.05.–12.05.";39;26;10;4;9;5;5;NA;NA;"online"
"1128";"insa";2014-05-19;2033;"02.05.–05.05.";40;25;11;4;10;5,5;4;NA;NA;"online"
"1129";"insa";2014-05-13;2082;"25.04.–28.04.";40;23,5;11;3;9;5;4;NA;NA;"online"
"1130";"insa";2014-05-05;2093;"18.04.–21.04.";41;25;10;4,5;9;5,5;3,5;NA;NA;"online"
"1131";"insa";2014-04-29;2089;"11.04.–14.04.";41,5;24;10,5;4,5;9;5;3,5;NA;NA;"online"
"1132";"insa";2014-04-23;2080;"04.04.–07.04.";41;24,5;10;5;10;5,5;3,5;NA;NA;"online"
"1133";"insa";2014-04-14;2085;"28.03.–31.03.";40,5;23,5;10;4;10;6;3;NA;NA;"online"
"1134";"insa";2014-04-08;2087;"21.03.–24.03.";41;24;11;3;9;5;4,5;NA;NA;"online"
"1135";"insa";2014-04-01;2088;"14.03.–17.03.";41;24,5;10;4;10;5;3;NA;NA;"online"
"1136";"insa";2014-03-26;2102;"07.03.–10.03.";41;25;10;4;10;5;4;NA;NA;"online"
"1137";"insa";2014-03-19;2085;"28.02.–03.03.";40,5;24,5;10;4;8,5;5,5;3,5;NA;NA;"online"
"1138";"insa";2014-03-11;2043;"21.02.–24.02.";41;25,5;11;4;9,5;5;3;NA;NA;"online"
"1139";"insa";2014-03-04;2100;"14.02.–17.02.";41;24,5;10;4;9;5,5;3;NA;NA;"online"
"1140";"insa";2014-02-25;2080;"07.02.–10.02.";40,5;25,5;10;4;10;5;2,5;NA;NA;"online"
"1141";"insa";2014-02-17;2102;"31.01.–03.02.";41;25;9;4;9,5;5;3,5;NA;NA;"online"
"1142";"insa";2014-02-11;2110;"24.01.–27.01.";41;26;9,5;4;9;5;3,5;NA;NA;"online"
"1143";"insa";2014-02-03;2079;"17.01.–20.01.";41,5;25;9,5;4,5;8,5;4;3,5;NA;NA;"online"
"1144";"insa";2014-01-27;2096;"10.01.–13.01.";41;26,5;9,5;4,5;9;4;6;NA;NA;"online"
"1145";"insa";2014-01-22;2083;"03.01.–06.01.";41;26;10;4;9,5;4;5,5;NA;NA;"online"
"1146";"insa";2014-01-13;2067;"13.12.–16.12.";41;26;9;4;10;5;5,5;NA;NA;"online"
"1147";"insa";2014-01-06;2100;"06.12.–09.12.";41,5;25;9;4;9;4;5;NA;NA;"online"
"1148";"insa";2013-12-17;2090;"29.11.–02.12.";42;27;10;4;9,5;4,5;5;NA;NA;"online"
"1149";"insa";2013-12-09;2093;"22.11.–25.11.";42;25;11;3,5;9,5;4;5,5;NA;NA;"online"
"1150";"insa";2013-12-03;2095;"15.11.–18.11.";42,5;24;10,5;4;9;4;6,5;NA;NA;"online"
"1151";"insa";2013-11-27;2093;"06.11.–11.11.";40,5;25,5;10;4;9,5;4,5;6;NA;NA;"online"
"1152";"insa";2013-11-20;2099;"01.11.–04.11.";41;25;11;4;8,5;4,5;5;NA;NA;"online"
"1153";"insa";2013-11-12;2086;"25.10.–28.10.";42;25;10,5;3,5;9;4;5;NA;NA;"online"
"1154";"insa";2013-11-06;2097;"18.10.–21.10.";42;26;10;3,5;9;4,5;4,5;NA;NA;"online"
"1155";"insa";2013-10-30;2117;"11.10.–14.10.";42;26,5;10;3,5;8,5;4;5;NA;NA;"online"
"1156";"insa";2013-10-21;1998;"08.10.–09.10.";43;26;9;4;9;6;4;NA;NA;"online"
"1157";"insa";2013-10-15;2030;"15.09.–18.09.";42;26;9;4;9;5;2;NA;1;"online"
"1158";"insa";2013-09-22;2248;"06.09.–09.09.";41,5;25,7;8;6;9;5;3;NA;1;"online"
"1159";"insa";2013-09-19;2132;"30.08.–02.09.";38;28;11;4;8;4;NA;NA;NA;"online"
"1160";"insa";2013-09-15;2132;"23.08.–26.08.";38;27;11;4;8;3;3;NA;1;"online"
"1161";"insa";2013-09-09;2135;"16.08.–19.08.";39;28;13;5;8;3;2;NA;1;"online"
"1162";"insa";2013-09-02;2128;"09.08.–12.08.";39;26;14;6;7;3;1;NA;2;"online"
"1163";"insa";2013-08-26;2122;"02.08.–05.08.";39;25;15;5;8;3;1;NA;1;"online"
"1164";"insa";2013-08-20;2121;"26.07.–29.07.";38;26;14;5;8;3;2;NA;1;"online"
"1165";"insa";2013-08-13;2131;"19.07.–22.07.";39;26;14;5;8;2;3;NA;1;"online"
"1166";"insa";2013-08-05;2128;"12.07.–15.07.";39;26;15;4;7;3;3;NA;1;"online"
"1167";"insa";2013-07-30;2132;"05.07.–08.07.";39;26;15;5;7;3;3;NA;1;"online"
"1168";"insa";2013-07-23;2122;"28.06.–01.07.";38;26;15;5;8;3;2;NA;1;"online"
"1169";"insa";2013-07-16;2125;"21.06.–24.06.";38;26;14;5;7;3;3;NA;1;"online"
"1170";"insa";2013-07-09;2121;"14.06.–17.06.";39;26;15;4;7;3;2;NA;2;"online"
"1171";"insa";2013-07-01;2129;"07.06.–11.06.";40;25;16;4;7;2;3;NA;1;"online"
"1172";"insa";2013-06-24;2317;"31.05.–03.06.";39;26;15;4;7;3;2;NA;1;"online"
"1173";"insa";2013-06-19;2005;"27.05.–29.05.";40;25;14;5;7;3;3;NA;1;"online"
"1174";"insa";2013-06-11;2633;"24.05.–27.05.";39;26;15;4;6;3;2;NA;1;"online"
"1175";"insa";2013-06-04;1025;"17.05.–20.05.";39;27;14;4;7;4;2;NA;1;"online"
"1176";"insa";2013-06-01;2019;"14.05.–15.05.";39;26;14;4;7;3;4;NA;2;"online"
"1177";"insa";2013-05-27;2009;"10.05.–13.05.";39;25;13;5;8;3;3;NA;2;"online"
"1178";"insa";2013-05-22;1023;"03.05.–06.05.";38;26;14;4;8;3;2;NA;2;"online"
"1179";"insa";2013-05-17;2015;"26.04.–29.04.";37;27;15;4;7;3;3;NA;1;"online"
"1180";"insa";2013-05-13;2044;"19.04.–22.04.";37;27;15;5;7;3;3;NA;1;"online"
"1181";"insa";2013-05-07;2000;"18.04.–19.04.";37;26;16;5;7;3;2;NA;1;"online"
"1182";"insa";2013-04-29;2030;"12.04.–15.04.";38;26;15;5;6;5;2;NA;1;"online"
"1183";"insa";2013-04-22;1030;"05.04.–08.04.";38;26;14;5;6;4;3;NA;1;"online"
"1184";"insa";2013-04-21;2018;"22.03.–25.03.";39;26;15;5;6;3;2;NA;1;"online"
"1185";"insa";2013-04-16;2018;"15.03.–18.03.";39;26;16;5;7;NA;3;NA;2;"online"
"1186";"insa";2013-04-09;2006;"08.03.–11.03.";39;26;14;5;8;NA;3;NA;1;"online"
"1187";"insa";2013-03-25;2011;"01.03.–04.03.";39;27;15;5;7;NA;3;NA;1;"online"
"1188";"insa";2013-03-22;2022;"22.02.–25.02.";40;27;16;5;6;NA;2;NA;2;"online"
"1189";"insa";2013-03-12;2006;"15.02.–18.02.";40;27;15;5;7;NA;2;NA;1;"online"
"1190";"insa";2013-03-04;2028;"08.02.–11.02.";41;26;15;5;7;NA;2;NA;1;"online"
"1191";"insa";2013-02-26;2023;"01.02.–04.02.";40;28;15;5;6;NA;2;NA;1;"online"
"1192";"insa";2013-02-19;2011;"25.01.–28.01.";40;29;15;4;6;NA;3;NA;1;"online"
"1193";"insa";2013-02-12;2017;"18.01.–21.01.";39;29;15;4;6;NA;2;NA;2;"online"
"1194";"insa";2013-02-04;2012;"11.01.–14.01.";40;29;15;5;6;NA;2;NA;1;"online"
"1195";"insa";2013-01-29;1997;"04.01.–07.01.";40;28;14;4;7;NA;3;NA;1;"online"
"1196";"insa";2013-01-22;2023;"14.12.–17.12.";41;27;15;4;7;NA;2;NA;2;"online"
"1197";"insa";2013-01-15;2026;"07.12.–10.12.";39;28;14;4;7;NA;3;NA;2;"online"
"1198";"insa";2013-01-07;2012;"30.11.–02.12.";39;28;13;5;7;NA;4;NA;2;"online"
"1199";"insa";2012-12-18;2020;"23.11.–26.11.";36;29;14;4;7;NA;4;NA;2;"online"
"1200";"insa";2012-12-11;2022;"16.11.–19.11.";37;29;15;5;7;NA;3;NA;2;"online"
"1201";"insa";2012-12-04;2041;"09.11.–12.11.";35;29;15;4;7;NA;3;NA;2;"online"
"1202";"insa";2012-11-27;2019;"02.11.–05.11.";36;29;14;4;7;NA;2;NA;2;"online"
"1203";"insa";2012-11-19;2023;"26.10.–29.10.";38;29;14;5;6;NA;2;NA;1;"online"
"1204";"insa";2012-11-13;2003;"19.10.–22.10.";38;30;14;4;6;NA;3;NA;2;"online"
"1205";"insa";2012-11-06;2034;"12.10.–15.10.";38;30;13;4;7;NA;3;NA;2;"online"
"1206";"insa";2012-10-30;2019;"05.10.–08.10.";37;30;13;4;7;NA;3;NA;2;"online"
"1207";"insa";2012-10-23;2013;"28.09.–01.10.";35;32;12;4;7;NA;4;NA;2;"online"
"1208";"insa";2012-10-15;2006;"21.09.–24.09.";36;31;11;5;7;NA;4;NA;2;"online"
"1209";"insa";2012-10-09;2008;"14.09.–17.09.";36;30;13;4;7;NA;4;NA;2;"online"
"1210";"insa";2012-10-02;2030;"07.09.–10.09.";36;29;14;5;6;NA;3;NA;1;"online"
"1211";"insa";2012-09-25;2039;"31.08.–03.09.";36;30;13;4;7;NA;4;NA;1;"online"
"1212";"insa";2012-09-20;2029;"24.08.–27.08.";36;29;14;4;6;NA;3;NA;2;"online"
"1213";"insa";2012-09-11;2014;"17.08.–20.08.";37;28;14;4;6;NA;3;NA;2;"online"
"1214";"insa";2012-09-04;2020;"10.08.–13.08.";36;29;15;4;6;NA;3;NA;2;"online"
"1215";"insa";2012-08-28;2034;"03.08.–06.08.";35;29;15;4;6;NA;3;NA;1;"online"
"1216";"insa";2012-08-21;2031;"27.07.–30.07.";36;28;14;4;6;NA;3;NA;2;"online"
"1217";"insa";2012-08-14;2046;"20.07.–23.07.";35;30;13;5;6;NA;2;NA;2;"online"
"1218";"insa";2012-08-07;2020;"13.07.–16.07.";36;30;15;4;6;NA;2;NA;1;"online"
"1219";"insa";2012-08-02;2037;"06.07.–09.07.";35;31;15;5;6;NA;2;NA;1;"online"
"1220";"insa";2012-07-24;2020;"29.06.–02.07.";35;30;14;4;6;NA;2;NA;2;"online"
"1221";"insa";2012-07-17;2041;"22.06.–25.06.";36;29;14;4;6;NA;NA;NA;2;"online"
"1222";"insa";2012-07-10;2021;"15.06.–18.06.";35;28;14;4;5;NA;3;NA;2;"online"
"1223";"insa";2012-07-03;1987;"08.06.–11.06.";35;29;14;5;6;NA;4;NA;NA;"online"
