"";"institut";"datum";"befragte";"zeitraum";"cdu.csu";"spd";"grüne";"fdp";"linke";"afd";"sonstige";"nw_un";"fw";"typ"
"1224";"insa";2012-06-25;2023;"01.06.–04.06.";34;31;14;5;5;NA;3;NA;NA;"online"
"1225";"insa";2012-06-19;1999;"25.05.–28.05.";35;31;13;5;5;NA;4;NA;NA;"online"
"1226";"insa";2012-06-12;2019;"18.05.–21.05.";35;31;14;5;4;NA;4;NA;NA;"online"
"1227";"insa";2012-06-05;2027;"11.05.–14.05.";34;32;14;5;5;NA;4;NA;NA;"online"
"1228";"insa";2012-05-29;2013;"04.05.–07.05.";33;31;14;4;6;NA;3;NA;NA;"online"
"1229";"insa";2012-05-22;2031;"27.04.–30.04.";33;32;14;5;6;NA;3;NA;NA;"online"
"1230";"insa";2012-05-15;2015;"20.04.–23.04.";34;29;15;5;6;NA;4;NA;NA;"online"
"1231";"insa";2012-05-09;2098;"13.04.–16.04.";35;27;13;4;7;NA;4;NA;NA;"online"
"1232";"insa";2012-05-01;2097;"06.04.–09.04.";36;27;15;4;6;NA;4;NA;NA;"online"
"1233";"insa";2012-04-23;2075;"30.03.–02.04.";35;26;13;4;7;NA;4;NA;NA;"online"
"1234";"insa";2012-04-16;2100;"23.03.–26.03.";36;27;13;4;7;NA;4;NA;NA;"online"
"1235";"insa";2012-04-11;2085;"12.10.–15.10.";35;28;14;4;6;NA;3;NA;NA;"online"
"1236";"insa";2012-04-03;2099;"05.10.–08.10.";36;29;15;4;7;NA;3;NA;NA;"online"
"1237";"insa";2009-09-27;2061;"21.09.–24.09.";33,8;23;17;9,5;10,5;18;3,5;NA;NA;"online"
